,E16,E9,E24,E22,E23,E27,E18,E2,E14,E3,E30,E4,E7,E8,E11,E19,E21
2002,0.0007327357113572725,9.283561600453979e-06,1.6877174855040164e-05,1.5778922208692587e-05,-6.264476749687177e-05,2.2666965839420448e-05,-8.684895393222796e-07,-7.04480817886752e-05,-0.00023327135106364447,-3.2336697275111344e-05,2.619610108614372e-05,-2.4567537962688797e-05,-8.184172180247497e-05,-1.602934612337213e-05,1.9328208673442528e-06,2.6204862265991513e-05,3.0749748856809896e-06
2003,0.000871475418111417,-3.1543946044836416e-08,-2.510425978001393e-05,7.665339286162332e-06,-3.2079759773460904e-05,-2.0403707197908687e-05,-8.621816557367293e-06,-4.366644961595074e-05,-1.877661896069628e-05,-1.1849108365317778e-05,8.948480184334132e-06,-1.165091946339511e-05,-6.490560757049037e-05,-6.0797576124106125e-06,-5.076230508324847e-08,4.55203185384008e-05,1.615572391819466e-06
2004,0.0009436095835455224,-1.3476613901858715e-05,-5.454910047574446e-05,2.2071587996499173e-06,-1.4275951102844494e-05,-4.513864927618269e-05,-2.6728432485485527e-05,-2.2942816914734506e-05,0.001000832877999033,-1.4893388512374163e-05,7.867052003477789e-09,-5.4884638782679365e-06,-6.799438981213438e-05,-2.7036522728585057e-06,-1.789482673923568e-06,4.314239793714485e-05,2.9886635817513756e-07
2005,0.000888331050481599,-3.3752731252898686e-05,-8.56684896903871e-05,-2.214596551375846e-09,-1.9267968934875805e-06,-7.277610953964524e-05,-4.099259682383786e-05,-7.901215450138027e-06,7.626267272395197e-05,-1.4017133829953045e-06,-2.4753727804946435e-06,-3.175024832852906e-07,-0.0001189545559935626,-5.189461230803944e-10,-4.486623164225243e-06,2.5035108651783934e-05,3.553943180862118e-08
2006,0.0007399274815046565,-3.8465941753662147e-05,-0.00011119879724763799,-9.420400972305273e-07,4.6614427241421113e-07,-9.723100430429827e-05,-5.2551781056321255e-05,-1.2617288498941755e-07,-0.00010048911434005453,-2.061821818526838e-07,-8.673620017641073e-06,1.4105667439957023e-06,-5.4358159916347265e-05,1.8687230993649209e-06,-1.1269613315874002e-05,2.7840721835324265e-05,6.709037608429628e-10
2007,0.0005091426171806948,-5.934116098980707e-05,-0.0001468811436254069,-6.431737277545757e-06,1.0311406041042847e-05,-0.00013082388155435042,-7.152957081055472e-05,3.826115183558804e-06,-0.00013564061086972283,1.3626049314225319e-06,-2.0247765164861848e-05,8.00881812074313e-06,-6.597606670711372e-05,6.44202040474013e-06,-1.8174821897588e-05,2.5970057809565563e-05,-4.300708653121613e-07
2008,0.0002697585375321136,-0.00010206845399530345,-0.00018946924940419266,-2.4924454070306048e-05,2.369277549318688e-05,-0.00017159318028368766,-0.00010390381251159384,1.3965851416919666e-05,0.0009249356796074286,6.8873865055848246e-06,-4.265272783365794e-05,1.7410825831422816e-05,-9.652683129023472e-05,1.1809150602697896e-05,-2.9586668657472068e-05,1.5350098308535053e-05,-4.186406549512605e-06
2009,0.00013336142394359575,-0.00015862626678448451,-0.0002233458546453508,-3.759868084357901e-05,7.338651883751672e-05,-0.00020261526987611024,-0.00012016148174947942,4.2850393660957223e-05,-0.00020291763919913212,3.525141333925565e-05,-6.947038340068606e-05,3.707770309038577e-05,-6.702306679600036e-05,2.3480033050730757e-05,-3.810313839574961e-05,1.0387230840202145e-05,-6.621811761562107e-06
2010,4.0096426856926206e-05,-0.0002417157380202985,-0.000236235913231351,-7.87616015290077e-05,0.0001029993851443642,-0.0002126543881682579,-0.00016707280260626085,7.230185303949113e-05,0.0009520466644255543,6.064323469798889e-05,-0.00012395756339342008,5.4109401166902425e-05,-0.00015348552865209787,2.996474589512805e-05,-5.152274632947042e-05,4.518782286842306e-06,-1.5861788414336464e-05
2011,4.581920635944245e-06,-0.00027726867276272726,-0.0002621826022087797,-0.00011240958964280805,0.0001705613507699778,-0.00023842262828151662,-0.00018422345376857248,0.00012107170048983036,-3.3643489081812514e-05,0.0001172867402225589,-0.00016464508935300887,8.802205441298572e-05,-0.00010679744597024852,5.277167781798204e-05,-6.819077048197736e-05,-2.3043742142853563e-07,-2.9822710213171734e-05
2012,-7.0923880768739055e-06,-0.00039668568377245004,-0.0003258034524189861,-0.00015964679052376347,0.00023559967889128907,-0.00030268201092606114,-0.00019568712987193043,0.00017593475909587967,-0.00023772908122137845,0.0001698291498219654,-0.0001899490066313487,0.00012058521856123387,-1.2979699703737196e-07,8.306604170265513e-05,-8.093845475202501e-05,-2.259496706746736e-05,-4.823264472513661e-05
2013,-5.031654569383258e-05,-0.0005065642372872629,-0.0003604918302492579,-0.00021966118091660452,0.00029352007039711546,-0.00033527751835730297,-0.00020166524773847184,0.00023450556235725482,-5.786626236905994e-05,0.00022657065719645323,-0.00021866626693510614,0.0001591788269286233,1.5881792008599064e-07,0.00011756515740837326,-0.00010403691429071752,-7.694803613261878e-05,-6.918991242858428e-05
2014,-0.00011061859827164364,-0.0006663330045162466,-0.00039793453218292616,-0.000318558013695569,0.000369622306564581,-0.0003713550979717751,-0.0002252339695526873,0.00030265878818496903,-0.00026830456706848876,0.0002804928486525131,-0.0002525616818160295,0.00019481806387960953,0.00012153249334294694,0.00015992460196148205,-0.000129117206950179,-0.0001210946724783332,-9.087875543779833e-05
2015,-0.00018777395609359798,-0.0008292942437265654,-0.0004384876044983095,-0.00044131785324112195,0.0004578363815399807,-0.0004089008992967441,-0.000257424211174201,0.000368278941205349,-0.00015025641869299613,0.00037454569674504057,-0.00032673578312226916,0.00023331576144325393,6.115513674923175e-05,0.00020118075344346736,-0.00014877996839473434,-0.000170854860827773,-0.00012790133834192276
2016,-0.00026268953205033237,-0.000978296275317445,-0.00047707108526580605,-0.0006337357005488185,0.0005607708311540661,-0.0004452751461022071,-0.00030741443760094744,0.00045549513841091575,-0.0002479672804831818,0.00046116844938402096,-0.0003852340222911836,0.0002759354378303936,4.6518996512731495e-05,0.0002520655837226224,-0.00017166264098142825,-0.0002736156205475817,-0.00015210148300545537
2017,-0.0003846578931014934,-0.0010411960277349431,-0.0005169858298770349,-0.0008598306384693102,0.0006658605404643702,-0.00048412274081244115,-0.00037532350542926257,0.0005524465227906093,-0.00018013487334351026,0.0005465989632803293,-0.00044616324218101685,0.00030139082467242964,3.588647321582777e-06,0.0002997872241734989,-0.00020077340264230254,-0.00036770155762619414,-0.00019229676351128762
2018,-0.0005621345723316891,-0.0012808386577998878,-0.0005858179767940241,-0.0011204994379020684,0.0007921324883376837,-0.0005502414553480895,-0.0004297829071348491,0.0006370115280045639,-0.0002128681851283786,0.0006640685922023881,-0.0005494772367292829,0.00033115757220928506,-9.286274483025927e-06,0.00034427844214270954,-0.0002178192348517838,-0.0003876884685359975,-0.00023293940173202898
2019,-0.0006937097624866223,-0.0015087213555670456,-0.0006455037023531296,-0.0013877767750076668,0.0009364594979420094,-0.0006064454276726574,-0.0004789228221199907,0.0007080584802438413,-0.00030382674799311535,0.0007778402755728546,-0.0006608935696732847,0.00036162216790956367,-0.00013005614194699027,0.00038687607701047,-0.00024214066886742202,-0.0003798262351901475,-0.0002667357195646051
